,pclass,survived,name,sex,age,ticket,ticketPrice
690,3,False,"dantcheff, mr. ristiu",male,25,349203,7.8958
691,3,False,"davies, mr. alfred j",male,24,A/4 48871,24.15
692,3,False,"davies, mr. evan",male,22,SC/A4 23568,8.05
693,3,False,"davies, mr. john samuel",male,21,A/4 48871,24.15
694,3,False,"davies, mr. joseph",male,17,A/4 48873,8.05
695,3,True,"de messemaeker, mr. guillaume joseph",male,36,345572,17.4
696,3,True,"de messemaeker, mrs. guillaume joseph (emma)",female,36,345572,17.4
697,3,True,"de mulder, mr. theodore",male,30,345774,9.5
698,3,False,"de pelsmaeker, mr. alfons",male,16,345778,9.5
699,3,True,"dean, master. bertram vere",male,1,C.A. 2315,20.575
700,3,True,"dean, miss. elizabeth gladys ""millvina""",female,0,C.A. 2315,20.575
701,3,False,"dean, mr. bertram frank",male,26,C.A. 2315,20.575
702,3,True,"dean, mrs. bertram (eva georgetta light)",female,33,C.A. 2315,20.575
703,3,False,"delalic, mr. redjo",male,25,349250,7.8958
704,3,False,"dennis, mr. samuel",male,22,A/5 21172,7.25
705,3,False,"dennis, mr. william",male,36,A/5 21175,7.25
706,3,True,"devaney, miss. margaret delia",female,19,330958,7.8792
707,3,False,"dika, mr. mirko",male,17,349232,7.8958
708,3,False,"dimic, mr. jovan",male,42,315088,8.6625
709,3,False,"dintcheff, mr. valtcho",male,43,349226,7.8958
710,3,False,"dooley, mr. patrick",male,32,370376,7.75
711,3,True,"dorking, mr. edward arthur",male,19,A/5. 10482,8.05
712,3,True,"dowdell, miss. elizabeth",female,30,364516,12.475
713,3,False,"doyle, miss. elizabeth",female,24,368702,7.75
714,3,True,"drapkin, miss. jennie",female,23,SOTON/OQ 392083,8.05
715,3,False,"drazenoic, mr. jozef",male,33,349241,7.8958
716,3,False,"duane, mr. frank",male,65,336439,7.75
717,3,True,"duquemin, mr. joseph",male,24,S.O./P.P. 752,7.55
718,3,False,"dyker, mr. adolf fredrik",male,23,347072,13.9
719,3,True,"dyker, mrs. adolf fredrik (anna elisabeth judith andersson)",female,22,347072,13.9
720,3,False,"edvardsson, mr. gustaf hjalmar",male,18,349912,7.775
721,3,False,"eklund, mr. hans linus",male,16,347074,7.775
722,3,False,"ekstrom, mr. johan",male,45,347061,6.975
723,3,False,"elias, mr. joseph",male,39,2675,7.2292
724,3,False,"elias, mr. joseph jr",male,17,2690,7.2292
725,3,False,"elias, mr. tannous",male,15,2695,7.2292
726,3,False,"elsbury, mr. william james",male,47,A/5 3902,7.25
727,3,True,"emanuel, miss. virginia ethel",female,5,364516,12.475
728,3,False,"everett, mr. thomas james",male,40,C.A. 6212,15.1
729,3,False,"farrell, mr. james",male,40,367232,7.75
730,3,False,"fischer, mr. eberhard thelander",male,18,350036,7.7958
731,3,False,"foley, mr. joseph",male,26,330910,7.8792
732,3,False,"ford, miss. doolina margaret ""daisy""",female,21,W./C. 6608,34.375
733,3,False,"ford, miss. robina maggie ""ruby""",female,9,W./C. 6608,34.375
734,3,False,"ford, mr. edward watson",male,18,W./C. 6608,34.375
735,3,False,"ford, mr. william neal",male,16,W./C. 6608,34.375
736,3,False,"ford, mrs. edward (margaret ann watson)",female,48,W./C. 6608,34.375
737,3,False,"gallagher, mr. martin",male,25,36864,7.7417
738,3,False,"gilinski, mr. eliezer",male,22,14973,8.05
739,3,True,"gilnagh, miss. katherine ""katie""",female,16,35851,7.7333
740,3,True,"goldsmith, master. frank john william ""frankie""",male,9,363291,20.525
741,3,False,"goldsmith, mr. frank john",male,33,363291,20.525
742,3,False,"goldsmith, mr. nathan",male,41,SOTON/O.Q. 3101263,7.85
743,3,True,"goldsmith, mrs. frank john (emily alice brown)",female,31,363291,20.525
744,3,False,"goncalves, mr. manuel estanslas",male,38,SOTON/O.Q. 3101306,7.05
745,3,False,"goodwin, master. harold victor",male,9,CA 2144,46.9
746,3,False,"goodwin, master. sidney leonard",male,1,CA 2144,46.9
747,3,False,"goodwin, master. william frederick",male,11,CA 2144,46.9
748,3,False,"goodwin, miss. jessie allis",female,10,CA 2144,46.9
749,3,False,"goodwin, miss. lillian amy",female,16,CA 2144,46.9
750,3,False,"goodwin, mr. charles edward",male,14,CA 2144,46.9
751,3,False,"goodwin, mr. charles frederick",male,40,CA 2144,46.9
752,3,False,"goodwin, mrs. frederick (augusta tyler)",female,43,CA 2144,46.9
753,3,False,"green, mr. george henry",male,51,21440,8.05
754,3,False,"gronnestad, mr. daniel danielsen",male,32,8471,8.3625
755,3,False,"gustafsson, mr. alfred ossian",male,20,7534,9.8458
756,3,False,"gustafsson, mr. anders vilhelm",male,37,3101276,7.925
757,3,False,"gustafsson, mr. johan birger",male,28,3101277,7.925
758,3,False,"gustafsson, mr. karl gideon",male,19,347069,7.775
759,3,False,"haas, miss. aloisia",female,24,349236,8.85
760,3,False,"hagardon, miss. kate",female,17,AQ/3. 30631,7.7333
761,3,False,"hakkarainen, mr. pekka pietari",male,28,STON/O2. 3101279,15.85
762,3,True,"hakkarainen, mrs. pekka pietari (elin matilda dolck)",female,24,STON/O2. 3101279,15.85
763,3,False,"hampe, mr. leon",male,20,345769,9.5
764,3,False,"hanna, mr. mansour",male,23,2693,7.2292
765,3,False,"hansen, mr. claus peter",male,41,350026,14.1083
766,3,False,"hansen, mr. henrik juul",male,26,350025,7.8542
767,3,False,"hansen, mr. henry damsgaard",male,21,350029,7.8542
768,3,True,"hansen, mrs. claus peter (jennie l howard)",female,45,350026,14.1083
769,3,False,"harmer, mr. abraham (david lishin)",male,25,374887,7.25
770,3,False,"hassan, mr. houssein g n",male,11,2699,18.7875
771,3,True,"hedman, mr. oskar arvid",male,27,347089,6.975
772,3,False,"hegarty, miss. hanora ""nora""",female,18,365226,6.75
773,3,True,"heikkinen, miss. laina",female,26,STON/O2. 3101282,7.925
774,3,False,"heininen, miss. wendla maria",female,23,STON/O2. 3101290,7.925
775,3,True,"hellstrom, miss. hilda maria",female,22,7548,8.9625
776,3,False,"hendekovic, mr. ignjac",male,28,349243,7.8958
777,3,False,"henriksson, miss. jenny lovisa",female,28,347086,7.775
778,3,True,"hirvonen, miss. hildur e",female,2,3101298,12.2875
779,3,True,"hirvonen, mrs. alexander (helga e lindqvist)",female,22,3101298,12.2875
780,3,False,"holm, mr. john fredrik alexander",male,43,C 7075,6.45
781,3,False,"holthen, mr. johan martin",male,28,C 4001,22.525
782,3,True,"honkanen, miss. eliina",female,27,STON/O2. 3101283,7.925
783,3,False,"humblen, mr. adolf mathias nicolai olsen",male,42,348121,7.65
784,3,False,"ibrahim shawah, mr. yousseff",male,30,2685,7.2292
785,3,False,"ilmakangas, miss. ida livija",female,27,STON/O2. 3101270,7.925
786,3,False,"ilmakangas, miss. pieta sofia",female,25,STON/O2. 3101271,7.925
787,3,True,"jalsevac, mr. ivan",male,29,349240,7.8958
788,3,True,"jansson, mr. carl olof",male,21,350034,7.7958
789,3,False,"jensen, mr. hans peder",male,20,350050,7.8542
790,3,False,"jensen, mr. niels peder",male,48,350047,7.8542
791,3,False,"jensen, mr. svend lauritz",male,17,350048,7.0542
792,3,False,"johanson, mr. jakob alfred",male,34,3101264,6.4958
793,3,True,"johansson palmquist, mr. oskar leander",male,26,347070,7.775
794,3,False,"johansson, mr. erik",male,22,350052,7.7958
795,3,False,"johansson, mr. gustaf joel",male,33,7540,8.6542
796,3,False,"johansson, mr. karl johan",male,31,347063,7.775
797,3,False,"johansson, mr. nils",male,29,347467,7.8542
798,3,True,"johnson, master. harold theodor",male,4,347742,11.1333
799,3,True,"johnson, miss. eleanor ileen",female,1,347742,11.1333
800,3,False,"johnson, mr. alfred",male,49,LINE,0.0
801,3,False,"johnson, mr. malkolm joackim",male,33,347062,7.775
802,3,False,"johnson, mr. william cahoone jr",male,19,LINE,0.0
803,3,True,"johnson, mrs. oscar w (elisabeth vilhelmina berg)",female,27,347742,11.1333
804,3,False,"jonkoff, mr. lalio",male,23,349204,7.8958
805,3,True,"jonsson, mr. carl",male,32,350417,7.8542
806,3,False,"jonsson, mr. nils hilding",male,27,350408,7.8542
807,3,False,"jussila, miss. katriina",female,20,4136,9.825
808,3,False,"jussila, miss. mari aina",female,21,4137,9.825
809,3,True,"jussila, mr. eiriik",male,32,STON/O 2. 3101286,7.925
810,3,False,"kallio, mr. nikolai erland",male,17,STON/O 2. 3101274,7.125
811,3,False,"kalvik, mr. johannes halvorsen",male,21,8475,8.4333
812,3,False,"karaic, mr. milan",male,30,349246,7.8958
813,3,True,"karlsson, mr. einar gervasius",male,21,350053,7.7958
814,3,False,"karlsson, mr. julius konrad eugen",male,33,347465,7.8542
815,3,False,"karlsson, mr. nils august",male,22,350060,7.5208
816,3,True,"karun, miss. manca",female,4,349256,13.4167
817,3,True,"karun, mr. franz",male,39,349256,13.4167
818,3,False,"katavelas, mr. vassilios (""catavelas vassilios"")",male,18,2682,7.2292
819,3,False,"kelly, mr. james",male,34,330911,7.8292
820,3,False,"kelly, mr. james",male,44,363592,8.05
821,3,False,"kink, miss. maria",female,22,315152,8.6625
822,3,False,"kink, mr. vincenz",male,26,315151,8.6625
823,3,True,"kink-heilmann, miss. luise gretchen",female,4,315153,22.025
824,3,True,"kink-heilmann, mr. anton",male,29,315153,22.025
825,3,True,"kink-heilmann, mrs. anton (luise heilmann)",female,26,315153,22.025
826,3,False,"klasen, miss. gertrud emilia",female,1,350405,12.1833
827,3,False,"klasen, mr. klas albin",male,18,350404,7.8542
828,3,False,"klasen, mrs. (hulda kristina eugenia lofqvist)",female,36,350405,12.1833
829,3,True,"krekorian, mr. neshan",male,25,2654,7.2292
830,3,False,"laitinen, miss. kristina sofia",female,37,4135,9.5875
831,3,True,"landergren, miss. aurora adelia",female,22,C 7077,7.25
832,3,True,"lang, mr. fang",male,26,1601,56.4958
833,3,False,"larsson, mr. august viktor",male,29,7545,9.4833
834,3,False,"larsson, mr. bengt edvin",male,29,347067,7.775
835,3,False,"larsson-rondberg, mr. edvard a",male,22,347065,7.775
836,3,True,"leeni, mr. fahim (""philip zenni"")",male,22,2620,7.225
837,3,False,"leinonen, mr. antti gustaf",male,32,STON/O 2. 3101292,7.925
838,3,False,"lemberopolous, mr. peter l",male,34,2683,6.4375
839,3,False,"leonard, mr. lionel",male,36,LINE,0.0
840,3,False,"lester, mr. james",male,39,A/4 48871,24.15
841,3,False,"lievens, mr. rene aime",male,24,345781,9.5
842,3,False,"lindahl, miss. agda thorilda viktoria",female,25,347071,7.775
843,3,False,"lindblom, miss. augusta charlotta",female,45,347073,7.75
844,3,False,"lindell, mr. edvard bengtsson",male,36,349910,15.55
845,3,False,"lindell, mrs. edvard bengtsson (elin gerda persson)",female,30,349910,15.55
846,3,True,"lindqvist, mr. eino william",male,20,STON/O 2. 3101285,7.925
847,3,False,"ling, mr. lee",male,28,1601,56.4958
848,3,False,"lobb, mr. william arthur",male,30,A/5. 3336,16.1
849,3,False,"lobb, mrs. william arthur (cordelia k stanlick)",female,26,A/5. 3336,16.1
850,3,False,"lovell, mr. john hall (""henry"")",male,20,A/5 21173,7.25
851,3,True,"lulic, mr. nikola",male,27,315098,8.6625
852,3,False,"lundahl, mr. johan svensson",male,51,347743,7.0542
853,3,True,"lundin, miss. olga elida",female,23,347469,7.8542
854,3,True,"lundstrom, mr. thure edvin",male,32,350403,7.5792
855,3,True,"madsen, mr. fridtjof arne",male,24,C 17369,7.1417
856,3,False,"maenpaa, mr. matti alexanteri",male,22,STON/O 2. 3101275,7.125
857,3,False,"makinen, mr. kalle edvard",male,29,STON/O 2. 3101268,7.925
858,3,False,"mangan, miss. mary",female,30,364850,7.75
859,3,False,"markoff, mr. marin",male,35,349213,7.8958
860,3,False,"markun, mr. johann",male,33,349257,7.8958
861,3,True,"mcgowan, miss. anna ""annie""",female,15,330923,8.0292
862,3,False,"mcgowan, miss. katherine",female,35,9232,7.75
863,3,False,"mcnamee, mr. neal",male,24,376566,16.1
864,3,False,"mcnamee, mrs. neal (eileen o'leary)",female,19,376566,16.1
865,3,False,"meo, mr. alfonzo",male,55,A.5. 11206,8.05
866,3,True,"midtsjo, mr. karl albert",male,21,345501,7.775
867,3,False,"mineff, mr. ivan",male,24,349233,7.8958
868,3,False,"minkoff, mr. lazar",male,21,349211,7.8958
869,3,False,"mionoff, mr. stoytcho",male,28,349207,7.8958
870,3,False,"moen, mr. sigurd hansen",male,25,348123,7.65
871,3,True,"moor, master. meier",male,6,392096,12.475
872,3,True,"moor, mrs. (beila)",female,27,392096,12.475
873,3,False,"morley, mr. william",male,34,364506,8.05
874,3,True,"mulvihill, miss. bertha e",female,24,382653,7.75
875,3,False,"myhrman, mr. pehr fabian oliver malkolm",male,18,347078,7.75
876,3,False,"naidenoff, mr. penko",male,22,349206,7.8958
877,3,True,"najib, miss. adele kiamie ""jane""",female,15,2667,7.225
878,3,True,"nakid, miss. maria (""mary"")",female,1,2653,15.7417
879,3,True,"nakid, mr. sahid",male,20,2653,15.7417
880,3,True,"nakid, mrs. said (waika ""mary"" mowad)",female,19,2653,15.7417
881,3,False,"nancarrow, mr. william henry",male,33,A./5. 3338,8.05
882,3,True,"nicola-yarred, master. elias",male,12,2651,11.2417
883,3,True,"nicola-yarred, miss. jamila",female,14,2651,11.2417
884,3,False,"nieminen, miss. manta josefina",female,29,3101297,7.925
885,3,False,"niklasson, mr. samuel",male,28,363611,8.05
886,3,True,"nilsson, miss. berta olivia",female,18,347066,7.775
887,3,True,"nilsson, miss. helmina josefina",female,26,347470,7.8542
888,3,False,"nilsson, mr. august ferdinand",male,21,350410,7.8542
889,3,False,"nirva, mr. iisakki antino aijo",male,41,SOTON/O2 3101272,7.125
890,3,True,"niskanen, mr. juha",male,39,STON/O 2. 3101289,7.925
891,3,False,"nosworthy, mr. richard cater",male,21,A/4. 39886,7.8
892,3,False,"novel, mr. mansouer",male,28,2697,7.2292
893,3,True,"nysten, miss. anna sofia",female,22,347081,7.75
894,3,False,"nysveen, mr. johan hansen",male,61,345364,6.2375
895,3,False,"odahl, mr. nils martin",male,23,7267,9.225
896,3,True,"ohman, miss. velin",female,22,347085,7.775
897,3,True,"olsen, master. artur karl",male,9,C 17368,3.1708
898,3,False,"olsen, mr. henry margido",male,28,C 4001,22.525
899,3,False,"olsen, mr. karl siegwart andreas",male,42,4579,8.4042
900,3,False,"olsson, miss. elina",female,31,350407,7.8542
901,3,False,"olsson, mr. nils johan goransson",male,28,347464,7.8542
902,3,True,"olsson, mr. oscar wilhelm",male,32,347079,7.775
903,3,False,"olsvigen, mr. thor anderson",male,20,6563,9.225
904,3,False,"oreskovic, miss. jelka",female,23,315085,8.6625
905,3,False,"oreskovic, miss. marija",female,20,315096,8.6625
906,3,False,"oreskovic, mr. luka",male,20,315094,8.6625
907,3,False,"osen, mr. olaf elon",male,16,7534,9.2167
908,3,True,"osman, mrs. mara",female,31,349244,8.6833
909,3,False,"palsson, master. gosta leonard",male,2,349909,21.075
910,3,False,"palsson, master. paul folke",male,6,349909,21.075
911,3,False,"palsson, miss. stina viola",female,3,349909,21.075
912,3,False,"palsson, miss. torborg danira",female,8,349909,21.075
913,3,False,"palsson, mrs. nils (alma cornelia berglund)",female,29,349909,21.075
914,3,False,"panula, master. eino viljami",male,1,3101295,39.6875
915,3,False,"panula, master. juha niilo",male,7,3101295,39.6875
916,3,False,"panula, master. urho abraham",male,2,3101295,39.6875
917,3,False,"panula, mr. ernesti arvid",male,16,3101295,39.6875
918,3,False,"panula, mr. jaako arnold",male,14,3101295,39.6875
919,3,False,"panula, mrs. juha (maria emilia ojala)",female,41,3101295,39.6875
920,3,False,"pasic, mr. jakob",male,21,315097,8.6625
921,3,False,"patchett, mr. george",male,19,358585,14.5
922,3,False,"pavlovic, mr. stefo",male,32,349242,7.8958
923,3,False,"peacock, master. alfred edward",male,0,SOTON/O.Q. 3101315,13.775
924,3,False,"peacock, miss. treasteall",female,3,SOTON/O.Q. 3101315,13.775
925,3,False,"peacock, mrs. benjamin (edith nile)",female,26,SOTON/O.Q. 3101315,13.775
926,3,False,"pekoniemi, mr. edvard",male,21,STON/O 2. 3101294,7.925
927,3,False,"peltomaki, mr. nikolai johannes",male,25,STON/O 2. 3101291,7.925
928,3,False,"perkin, mr. john henry",male,22,A/5 21174,7.25
929,3,True,"persson, mr. ernst ulrik",male,25,347083,7.775
930,3,False,"petersen, mr. marius",male,24,342441,8.05
931,3,False,"petranec, miss. matilda",female,28,349245,7.8958
932,3,False,"petroff, mr. nedelio",male,19,349212,7.8958
933,3,False,"petterson, mr. johan emil",male,25,347076,7.775
934,3,False,"pettersson, miss. ellen natalia",female,18,347087,7.775
935,3,True,"pickard, mr. berk (berk trembisky)",male,32,SOTON/O.Q. 392078,8.05
936,3,False,"pokrnic, mr. mate",male,17,315095,8.6625
937,3,False,"pokrnic, mr. tome",male,24,315092,8.6625
938,3,False,"rekic, mr. tido",male,38,349249,7.8958
939,3,False,"reynolds, mr. harold j",male,21,342684,8.05
940,3,False,"rice, master. albert",male,10,382652,29.125
941,3,False,"rice, master. arthur",male,4,382652,29.125
942,3,False,"rice, master. eric",male,7,382652,29.125
943,3,False,"rice, master. eugene",male,2,382652,29.125
944,3,False,"rice, master. george hugh",male,8,382652,29.125
945,3,False,"rice, mrs. william (margaret norton)",female,39,382652,29.125
946,3,False,"riihivouri, miss. susanna juhantytar ""sanni""",female,22,3101295,39.6875
947,3,False,"rintamaki, mr. matti",male,35,STON/O 2. 3101273,7.125
948,3,False,"robins, mr. alexander a",male,50,A/5. 3337,14.5
949,3,False,"robins, mrs. alexander a (grace charity laury)",female,47,A/5. 3337,14.5
950,3,False,"rosblom, miss. salli helena",female,2,370129,20.2125
951,3,False,"rosblom, mr. viktor richard",male,18,370129,20.2125
952,3,False,"rosblom, mrs. viktor (helena wilhelmina)",female,41,370129,20.2125
953,3,False,"rouse, mr. richard henry",male,50,A/5 3594,8.05
954,3,False,"rush, mr. alfred george john",male,16,A/4. 20589,8.05
955,3,False,"saad, mr. khalil",male,25,2672,7.225
956,3,False,"saether, mr. simon sivertsen",male,38,SOTON/O.Q. 3101262,7.25
957,3,False,"sage, master. william henry",male,14,CA. 2343,69.55
958,3,False,"salander, mr. karl johan",male,24,7266,9.325
959,3,True,"salkjelsvik, miss. anna kristine",female,21,343120,7.65
960,3,False,"salonen, mr. johan werner",male,39,3101296,7.925
961,3,True,"sandstrom, miss. beatrice irene",female,1,PP 9549,16.7
962,3,True,"sandstrom, mrs. hjalmar (agnes charlotta bengtsson)",female,24,PP 9549,16.7
963,3,True,"sandstrom, miss. marguerite rut",female,4,PP 9549,16.7
964,3,True,"sap, mr. julius",male,25,345768,9.5
965,3,False,"saundercock, mr. william henry",male,20,A/5. 2151,8.05
966,3,False,"sawyer, mr. frederick charles",male,24,342826,8.05
967,3,True,"sheerlinck, mr. jan baptist",male,29,345779,9.5
968,3,False,"sirayanian, mr. orsen",male,22,2669,7.2292
969,3,False,"sivic, mr. husein",male,40,349251,7.8958
970,3,False,"sivola, mr. antti wilhelm",male,21,STON/O 2. 3101280,7.925
971,3,True,"sjoblom, miss. anna sofia",female,18,3101265,7.4958
972,3,False,"skoog, master. harald",male,4,347088,27.9
973,3,False,"skoog, master. karl thorsten",male,10,347088,27.9
974,3,False,"skoog, miss. mabel",female,9,347088,27.9
975,3,False,"skoog, miss. margit elizabeth",female,2,347088,27.9
976,3,False,"skoog, mr. wilhelm",male,40,347088,27.9
977,3,False,"skoog, mrs. william (anna bernhardina karlsson)",female,45,347088,27.9
978,3,False,"soholt, mr. peter andreas lauritz andersen",male,19,348124,7.65
979,3,False,"somerton, mr. francis william",male,30,A.5. 18509,8.05
980,3,False,"spinner, mr. henry john",male,32,STON/OQ. 369943,8.05
981,3,False,"stankovic, mr. ivan",male,33,349239,8.6625
982,3,True,"stanley, miss. amy zillah elsie",female,23,CA. 2314,7.55
983,3,False,"stanley, mr. edward roland",male,21,A/4 45380,8.05
984,3,False,"storey, mr. thomas",male,60,3701,
985,3,False,"stoytcheff, mr. ilia",male,19,349205,7.8958
986,3,False,"strandberg, miss. ida sofia",female,22,7553,9.8375
987,3,True,"stranden, mr. juho",male,31,STON/O 2. 3101288,7.925
988,3,False,"strilic, mr. ivan",male,27,315083,8.6625
989,3,False,"strom, miss. telma matilda",female,2,347054,10.4625
990,3,False,"strom, mrs. wilhelm (elna matilda persson)",female,29,347054,10.4625
991,3,True,"sunderland, mr. victor francis",male,16,SOTON/OQ 392089,8.05
992,3,True,"sundman, mr. johan julian",male,44,STON/O 2. 3101269,7.925
993,3,False,"sutehall, mr. henry jr",male,25,SOTON/OQ 392076,7.05
994,3,False,"svensson, mr. johan",male,74,347060,7.775
995,3,True,"svensson, mr. johan cervin",male,14,7538,9.225
996,3,False,"svensson, mr. olof",male,24,350035,7.7958
997,3,True,"tenglin, mr. gunnar isidor",male,25,350033,7.7958
998,3,False,"theobald, mr. thomas leonard",male,34,363294,8.05
999,3,True,"thomas, master. assad alexander",male,0,2625,8.5167
1000,3,True,"thomas, mrs. alexander (thamine ""thelma"")",female,16,2625,8.5167
1001,3,False,"tikkanen, mr. juho",male,32,STON/O 2. 3101293,7.925
1002,3,False,"tomlin, mr. ernest portage",male,30,364499,8.05
1003,3,False,"torber, mr. ernst william",male,44,364511,8.05
1004,3,True,"tornquist, mr. william henry",male,25,LINE,0.0
1005,3,True,"touma, master. georges youssef",male,7,2650,15.2458
1006,3,True,"touma, miss. maria youssef",female,9,2650,15.2458
1007,3,True,"touma, mrs. darwis (hanne youssef razi)",female,29,2650,15.2458
1008,3,False,"turcin, mr. stjepan",male,36,349247,7.8958
1009,3,True,"turja, miss. anna sofia",female,18,4138,9.8417
1010,3,True,"turkula, mrs. (hedwig)",female,63,4134,9.5875
1011,3,False,"van billiard, master. walter john",male,11,A/5. 851,14.5
1012,3,False,"van billiard, mr. austin blyler",male,40,A/5. 851,14.5
1013,3,False,"van impe, miss. catharina",female,10,345773,24.15
1014,3,False,"van impe, mr. jean baptiste",male,36,345773,24.15
1015,3,False,"van impe, mrs. jean baptiste (rosalie paula govaert)",female,30,345773,24.15
1016,3,False,"vande velde, mr. johannes joseph",male,33,345780,9.5
1017,3,False,"vande walle, mr. nestor cyriel",male,28,345770,9.5
1018,3,False,"vanden steen, mr. leo peter",male,28,345783,9.5
1019,3,False,"vander cruyssen, mr. victor",male,47,345765,9.0
1020,3,False,"vander planke, miss. augusta maria",female,18,345764,18.0
1021,3,False,"vander planke, mr. julius",male,31,345763,18.0
1022,3,False,"vander planke, mr. leo edmondus",male,16,345764,18.0
1023,3,False,"vander planke, mrs. julius (emelia maria vandemoortele)",female,31,345763,18.0
1024,3,True,"vartanian, mr. david",male,22,2658,7.225
1025,3,False,"vendel, mr. olof edvin",male,20,350416,7.8542
1026,3,False,"vestrom, miss. hulda amanda adolfina",female,14,350406,7.8542
1027,3,False,"vovk, mr. janko",male,22,349252,7.8958
1028,3,False,"waelens, mr. achille",male,22,345767,9.0
1029,3,False,"wenzel, mr. linhart",male,32,345775,9.5
1030,3,True,"whabee, mrs. george joseph (shawneene abi-saab)",female,38,2688,7.2292
1031,3,False,"widegren, mr. carl/charles peter",male,51,347064,7.75
1032,3,False,"wiklund, mr. jakob alfred",male,18,3101267,6.4958
1033,3,False,"wiklund, mr. karl johan",male,21,3101266,6.4958
1034,3,True,"wilkes, mrs. james (ellen needs)",female,47,363272,7.0
1035,3,False,"williams, mr. leslie",male,28,54636,16.1
1036,3,False,"windelov, mr. einar",male,21,SOTON/OQ 3101317,7.25
1037,3,False,"wirz, mr. albert",male,27,315154,8.6625
1038,3,False,"wittevrongel, mr. camille",male,36,345771,9.5
1039,3,False,"yasbeck, mr. antoni",male,27,2659,14.4542
1040,3,True,"yasbeck, mrs. antoni (selini alexander)",female,15,2659,14.4542
1041,3,False,"youseff, mr. gerious",male,45,2628,7.225
1042,3,False,"zabour, miss. hileni",female,14,2665,14.4542
1043,3,False,"zakarian, mr. mapriededer",male,26,2656,7.225
1044,3,False,"zakarian, mr. ortin",male,27,2670,7.225
1045,3,False,"zimmerman, mr. leo",male,29,315082,7.875
